newborn_repo,vintage_quarter,dependency_name
AUTOMATIC1111/stable-diffusion-webui,2022Q3,scikit-image
AUTOMATIC1111/stable-diffusion-webui,2022Q3,timm
AUTOMATIC1111/stable-diffusion-webui,2022Q3,torch
AUTOMATIC1111/stable-diffusion-webui,2022Q3,torchdiffeq
AUTOMATIC1111/stable-diffusion-webui,2022Q3,torchsde
AUTOMATIC1111/stable-diffusion-webui,2022Q3,transformers
openai/whisper,2022Q3,ffmpeg-python
openai/whisper,2022Q3,more-itertools
openai/whisper,2022Q3,numba
openai/whisper,2022Q3,numpy
openai/whisper,2022Q3,tiktoken
openai/whisper,2022Q3,torch
openai/whisper,2022Q3,tqdm
ultralytics/ultralytics,2022Q3,matplotlib
ultralytics/ultralytics,2022Q3,numpy
ultralytics/ultralytics,2022Q3,opencv-python
ultralytics/ultralytics,2022Q3,pandas
ultralytics/ultralytics,2022Q3,pillow
ultralytics/ultralytics,2022Q3,psutil
ultralytics/ultralytics,2022Q3,pyyaml
ultralytics/ultralytics,2022Q3,requests
ultralytics/ultralytics,2022Q3,scipy
ultralytics/ultralytics,2022Q3,seaborn
ultralytics/ultralytics,2022Q3,thop
ultralytics/ultralytics,2022Q3,torch
ultralytics/ultralytics,2022Q3,torchvision
ultralytics/ultralytics,2022Q3,tqdm
chidiwilliams/buzz,2022Q3,appdirs
chidiwilliams/buzz,2022Q3,certifi
chidiwilliams/buzz,2022Q3,cffi
chidiwilliams/buzz,2022Q3,charset-normalizer
chidiwilliams/buzz,2022Q3,colorama
chidiwilliams/buzz,2022Q3,ffmpeg-python
chidiwilliams/buzz,2022Q3,filelock
chidiwilliams/buzz,2022Q3,future
chidiwilliams/buzz,2022Q3,huggingface-hub
chidiwilliams/buzz,2022Q3,humanize
chidiwilliams/buzz,2022Q3,idna
chidiwilliams/buzz,2022Q3,numpy
chidiwilliams/buzz,2022Q3,openai
chidiwilliams/buzz,2022Q3,packaging
chidiwilliams/buzz,2022Q3,pycparser
chidiwilliams/buzz,2022Q3,pyparsing
chidiwilliams/buzz,2022Q3,pyqt6
chidiwilliams/buzz,2022Q3,pyqt6-qt6
chidiwilliams/buzz,2022Q3,pyqt6-sip
chidiwilliams/buzz,2022Q3,pyyaml
chidiwilliams/buzz,2022Q3,regex
chidiwilliams/buzz,2022Q3,requests
chidiwilliams/buzz,2022Q3,sounddevice
chidiwilliams/buzz,2022Q3,stable-ts
chidiwilliams/buzz,2022Q3,tokenizers
chidiwilliams/buzz,2022Q3,torch
chidiwilliams/buzz,2022Q3,tqdm
chidiwilliams/buzz,2022Q3,transformers
chidiwilliams/buzz,2022Q3,typing-extensions
chidiwilliams/buzz,2022Q3,urllib3
chidiwilliams/buzz,2022Q3,whisper
zai-org/CodeGeeX,2022Q3,cpm-kernels
zai-org/CodeGeeX,2022Q3,deepspeed
zai-org/CodeGeeX,2022Q3,fire
zai-org/CodeGeeX,2022Q3,ipython
zai-org/CodeGeeX,2022Q3,numpy
zai-org/CodeGeeX,2022Q3,pandas
zai-org/CodeGeeX,2022Q3,pyzmq
zai-org/CodeGeeX,2022Q3,regex
zai-org/CodeGeeX,2022Q3,setuptools
zai-org/CodeGeeX,2022Q3,tokenizers
zai-org/CodeGeeX,2022Q3,torch
zai-org/CodeGeeX,2022Q3,tqdm
zai-org/CodeGeeX,2022Q3,transformers
run-llama/llama_index,2022Q4,black
run-llama/llama_index,2022Q4,dataclasses-json
run-llama/llama_index,2022Q4,ipython
run-llama/llama_index,2022Q4,langchain
run-llama/llama_index,2022Q4,mypy
run-llama/llama_index,2022Q4,numpy
run-llama/llama_index,2022Q4,openai
run-llama/llama_index,2022Q4,pandas
run-llama/llama_index,2022Q4,pre-commit
run-llama/llama_index,2022Q4,pylint
run-llama/llama_index,2022Q4,pytest
run-llama/llama_index,2022Q4,pytest-dotenv
run-llama/llama_index,2022Q4,rake-nltk
run-llama/llama_index,2022Q4,ruff
run-llama/llama_index,2022Q4,tenacity
run-llama/llama_index,2022Q4,types-requests
run-llama/llama_index,2022Q4,types-setuptools
oobabooga/textgen,2022Q4,accelerate
oobabooga/textgen,2022Q4,bitsandbytes
oobabooga/textgen,2022Q4,colorama
oobabooga/textgen,2022Q4,datasets
oobabooga/textgen,2022Q4,einops
oobabooga/textgen,2022Q4,flexgen
oobabooga/textgen,2022Q4,gradio
oobabooga/textgen,2022Q4,gradio-client
oobabooga/textgen,2022Q4,llama-cpp-python
oobabooga/textgen,2022Q4,markdown
oobabooga/textgen,2022Q4,numpy
oobabooga/textgen,2022Q4,pandas
oobabooga/textgen,2022Q4,pillow
oobabooga/textgen,2022Q4,pyyaml
oobabooga/textgen,2022Q4,requests
oobabooga/textgen,2022Q4,safetensors
oobabooga/textgen,2022Q4,scipy
oobabooga/textgen,2022Q4,sentencepiece
oobabooga/textgen,2022Q4,tqdm
oobabooga/textgen,2022Q4,transformers
AstrBotDevs/AstrBot,2022Q4,baidu-aip
AstrBotDevs/AstrBot,2022Q4,chardet
AstrBotDevs/AstrBot,2022Q4,edgegpt
